0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class,procedence_file
-214.2700964795679,59.94491972343498,-15.481819149938211,27.27113382313488,18.614593903994116,5.245264746360309,-14.804997848108307,2.790490599397651,-8.240666922831982,-4.416282074188466,-21.91506804262216,7.922267757111593,-7.153514786965666,-7.917338798210216,-4.141591341621627,4.720929426017652,-3.410895352866484,7.312019527976691,-3.7275613699381736,4.389970191996312,blender,1
-201.78507783970937,45.54387566585851,-20.798585845671184,25.74412727743611,20.670338388028412,0.17161825726726784,-16.469934188609255,7.800250226803111,-2.0289225625412275,-14.347095538775436,-20.723876142071568,18.82698759045501,-9.859888443495183,-5.537317919765638,0.028446141987512753,4.078123373453031,-2.9236371519657425,8.485641288281117,-0.3664295032185907,12.126165292913775,blender,1
-218.01452315179552,58.402543328333785,-27.687926826346594,18.341430530530918,16.686881877874438,4.693435132286095,-9.346377857510204,4.625544096824499,-5.942508217448407,-7.901162489074008,-14.058207270299153,13.441120873784932,-12.486505069443186,-2.7381140833565976,1.867609891883341,7.523309479891891,-4.239700932477258,5.146625679992178,-3.932360620390869,5.948932204531155,blender,1
-319.14605208885297,74.35508311295212,-3.0208780167199256,21.159230609036573,20.19044467110939,12.587671879374115,-4.235922994722145,0.19813954718157042,-5.67845161768135,3.3999971875218615,-10.164777670698786,7.310558940354156,-4.161738316107987,0.11650943574007913,-3.731768261306454,3.7390455780860097,-0.5733694248831067,5.969102886668479,-2.115591031087069,1.1570134347873116,blender,1
-209.42969062918726,63.29288802633342,-19.493752618954822,16.577406406675742,18.245372435047518,2.8920165172069816,-12.573364823005175,3.727832349844694,-11.635865987331,-15.627541382241857,-10.6945042177726,18.457886563264882,-12.33872616387551,-0.43221790507367946,-0.8669451438984533,7.449361468273941,3.199747422110337,3.6139703359939968,-6.1481252347011495,4.429813611273674,blender,1
-211.55890575081838,59.742315080157574,-15.614781004522674,24.805446131613017,17.167983907353552,6.950725765907183,-14.23369667101019,3.539288476331001,-8.35956472772706,-7.640864096257177,-22.046326149254806,11.110158718404671,-11.740583495817212,-6.512036426920466,-5.603752396984763,3.529075445587594,-3.4998128308135206,8.013030860462827,-4.296877225795691,4.969922117157461,blender,1
-198.2360216124544,45.766214444355256,-21.48972799895,23.07983109232273,19.513208520620022,1.0184104373663008,-15.37760007407774,9.849436833311374,-2.089389027000677,-18.39858911980234,-20.037885334526273,22.66496174197922,-14.090793903587722,-3.5066021151909847,-1.7287561158702744,3.3740616641051533,-3.5134476869787656,9.662879043784052,-0.4879763109086284,12.49357692391243,blender,1
-251.96494664369322,61.36877848185395,-15.823689338173915,24.045377229319087,17.362782665479614,13.224141198847464,-8.873114711267581,0.5063150944648098,-7.742701634271615,4.550920899098728,-16.62991873320341,5.606890449095369,-6.764084665348344,-1.1440193453111118,-3.621442006182832,2.2264775776296615,-4.218895898298672,6.829349734963338,-3.332726032149748,-3.2598573068145438,blender,1
-213.70732654863298,54.19648830343096,-22.37349884792237,21.041958309061297,16.83272637908778,9.513743085250182,-13.058722549432103,-1.6451900016842962,-6.2633332778884085,0.20032174374902498,-25.111536629704183,13.234617949143285,-4.891986801757504,-1.9080252141365812,-6.8788428213879245,0.06311895702052736,-4.664065751354598,6.422249990466925,-4.76257509429628,-1.0261387438992748,blender,1
-234.67044065903522,57.224150249158086,-18.933552325116093,21.536134465412754,20.772175243019564,10.37226241400192,-11.451007547011098,4.23869977125851,-7.350515974779242,-9.268934223252932,-22.253717978257406,13.947847823680917,-12.821852539853072,-6.853825816638501,-5.580710913491605,4.81769998314971,-2.4024722748406444,8.976502314899859,-3.428564881497433,10.036400888230673,blender,1
-213.73128297072503,52.18362750341047,-20.560555403876716,21.953611982488876,18.33903899472165,10.504177115708806,-12.362331039583612,3.34087197928017,-8.626738241100453,-7.686942416007134,-19.665300354512134,12.422727632586245,-15.343764797288898,-9.11719472373904,-6.86700207940106,4.00818380150648,-2.1617853616994727,9.073750038248084,-2.314889364854618,11.408962755024982,blender,1
-176.6805500946192,48.32931289624793,-33.75886895696958,16.098836681059087,18.703767218298186,8.311317091807977,-11.35199404048849,4.487672881177695,-9.187943857183466,-12.857333154656219,-15.437573029249778,16.557411886941406,-18.3555596798084,-2.695881501071487,0.46955716264543645,4.530524252313553,-3.5403218613407095,7.44232296060277,-2.2842995906682475,8.411333577288058,blender,1
-201.5488404045783,52.38997849225427,-28.251686953970523,17.635382342386425,19.997898151150842,8.315408057412329,-9.752952350907782,0.47972017849253956,-9.75931286039619,-5.271015689361996,-17.065538397977335,14.793324788313106,-10.618004724102443,-0.49180691545859373,-3.1610286392823075,2.548824523344032,-4.059032878824542,7.486608757567685,-1.938216705551664,-2.3594595640849008,blender,1
-213.46200033951894,61.99564024029101,-26.44903486733296,21.015124004048758,18.225104644933563,3.607548812194525,-10.948122825433328,1.0757979265548556,-8.436596142266824,-4.505413920816313,-12.104817485832518,11.963478502045694,-12.948660863565978,-3.710402818044549,1.1001577712474169,5.501803369347952,-4.420756955273253,4.506851564054691,-4.073633313760288,4.0077366657853615,blender,1
-224.66655057523445,58.4482460548435,-24.448013813838696,22.12021919350553,20.918875578617325,10.847976696561746,-9.071646045338221,-2.5353883195119837,-6.837723536405233,7.989824306807111,-24.483254369146895,3.576419760290952,-4.702111083702907,-2.3047395148103536,-4.675436178258775,1.9670956858844708,-5.549493816346455,8.508192671215722,-1.0183214845627244,-5.463259712473723,blender,1
-279.48186427055805,77.93884862483534,-12.437024055685633,29.639081580239186,18.706886456289947,6.920029635269039,-1.8554499284937678,4.39913188426956,-12.007885897267325,-2.9341274302237457,-14.252001832801536,6.971335584548811,-10.537089787635134,-1.7640030246994964,-5.517187948653164,5.017031908925771,-3.8481413100508552,4.852866857750621,-2.4784052617461563,1.0802742720617486,blender,1
-214.7599851858544,58.712421181943135,-28.38134808867444,15.43742490448215,14.95754550156855,5.672247713202178,-7.732710912923253,5.91132194401294,-5.322110998849935,-11.826075312668246,-15.106692216293379,17.854309469614783,-15.878477793118604,-1.6702953988822207,0.04862008247973856,6.664138792303197,-3.5567114025623345,5.353480422063772,-4.40607038066462,6.6666833546219415,blender,1
-210.55264327170778,62.56424215421007,-26.41793844529942,18.35808593117321,18.307824251435346,5.059655465612773,-9.942181358939495,1.1273426713053396,-9.351783693966178,-8.401391210501606,-13.92514153569138,15.305306576198584,-17.329253639185527,-2.473223974604741,0.544289846635097,6.502990517562004,-4.8474676266782994,4.849526652146008,-4.728265431456435,4.946373223528305,blender,1
